@relation magnetic

@attribute id {1,2,3,4,5,6,0}

@attribute x numeric
@attribute y numeric
@attribute z numeric
@data
1,14.856816,3.2769036,25.710024
1,14.83147,3.2591822,25.633581
1,14.83147,3.2591822,25.633581
1,14.802215,3.261719,25.695019
1,14.727979,3.2561066,25.679934
1,14.727979,3.2561066,25.679934

2,30.566746,6.266698,43.201157
2,30.639257,6.2539635,43.177032
2,30.92147,6.298486,43.157284
2,30.92147,6.298486,43.157284
2,30.984848,6.3308253,43.46292
2,30.972515,6.335678,43.52309
2,30.972515,6.335678,43.52309
2,31.098595,6.369206,43.531586
2,31.12886,6.3964314,43.684948
2,31.12886,6.3964314,43.684948
2,31.056585,6.395358,43.62682
2,31.144936,6.381999,43.477383
2,31.144936,6.381999,43.477383
2,31.230684,6.4092145,43.645187
2,31.160698,6.4268064,43.732155
2,31.160698,6.4268064,43.732155
2,30.886168,6.3876214,43.720455
2,30.968796,6.3452287,43.33704
2,30.968796,6.3452287,43.33704
2,31.044773,6.377671,43.467384
2,30.782982,6.361419,43.580254
2,30.782982,6.361419,43.580254
2,30.912416,6.3165827,43.16643
2,30.78056,6.2910852,43.1147
2,30.78056,6.2910852,43.1147
2,30.78056,6.2910852,43.1147
2,30.77892,6.322874,43.334095
2,30.77892,6.322874,43.334095
2,30.77892,6.322874,43.334095
2,30.878174,6.306813,43.278427
2,30.79166,6.2861915,43.206036
2,30.79166,6.2861915,43.206036
2,30.860561,6.306588,43.359066
2,30.860561,6.306588,43.359066
2,30.860561,6.306588,43.359066
2,30.907032,6.3122473,43.269527
2,30.907032,6.3122473,43.269527
2,30.866386,6.294137,43.100258
2,30.947481,6.3616223,43.271164
2,30.947481,6.3616223,43.271164
2,30.947481,6.3616223,43.271164
2,30.924053,6.3538256,43.15067
2,30.924053,6.3538256,43.15067
2,30.839346,6.339232,43.16959
2,30.678486,6.359523,43.197784
2,30.678486,6.359523,43.197784
2,30.849066,6.35989,43.115856
2,30.82804,6.3614902,43.081608
2,30.82804,6.3614902,43.081608
2,30.694338,6.331554,43.035625
2,30.578587,6.328834,43.063316
2,30.578587,6.328834,43.063316
2,30.6916,6.331178,43.059765
2,30.700857,6.3110476,42.86883
2,30.700857,6.3110476,42.86883
2,30.543245,6.3082643,42.853832
2,30.473,6.3049145,42.847816
2,30.473,6.3049145,42.847816
2,30.563189,6.307434,42.819244
2,30.53283,6.293195,42.621826
2,30.53283,6.293195,42.621826
2,30.401506,6.2927403,42.597977
2,30.450478,6.2918177,42.579727
2,30.450478,6.2918177,42.579727
2,30.477312,6.308367,42.628258
2,30.49105,6.3017626,42.54652
2,30.49105,6.3017626,42.54652
2,30.474085,6.28927,42.44763
2,30.511335,6.3046412,42.595123
2,30.511335,6.3046412,42.595123
2,30.579016,6.324546,42.678673
2,30.639376,6.332915,42.696667
2,30.639376,6.332915,42.696667
2,30.630705,6.321826,42.59856
2,30.717443,6.3548875,42.742813
2,30.678171,6.349575,42.766254
2,30.678171,6.349575,42.766254
2,30.651691,6.365297,42.838066
2,30.651691,6.365297,42.838066
2,30.732798,6.37369,42.86236
2,30.831884,6.381616,42.81604
2,30.831884,6.381616,42.81604
2,30.781033,6.3644886,42.82888
2,30.74184,6.3699217,42.864994
2,30.74184,6.3699217,42.864994
2,30.816988,6.3757715,42.886806
2,30.919163,6.3857007,42.869293
2,30.919163,6.3857007,42.869293
2,30.883852,6.3744664,42.88402
2,30.911926,6.379342,42.825245
2,30.911926,6.379342,42.825245
2,30.925549,6.4075527,42.980846
2,31.011158,6.4308605,43.073742
2,31.011158,6.4308605,43.073742
2,31.039526,6.4243994,42.997616
2,31.05882,6.4223976,42.98432
2,31.05882,6.4223976,42.98432
2,31.0521,6.4576845,43.212135
2,31.137888,6.4606934,43.345413
2,31.137888,6.4606934,43.345413

3,85.77124,17.20934,88.41993
3,85.77124,17.20934,88.41993
3,86.567795,17.347572,89.00851
3,87.716484,17.523699,89.63522
3,87.716484,17.523699,89.63522
3,88.824905,17.779907,90.505714
3,88.91501,17.826342,90.785225
3,89.61303,18.001009,91.43515
3,90.35909,18.148954,92.11185
3,90.35909,18.148954,92.11185
3,91.456635,18.256042,92.57489
3,92.256165,18.479824,93.44837
3,92.256165,18.479824,93.44837
3,93.2003,18.667261,94.22559
3,93.39794,18.747353,94.66464
3,93.39794,18.747353,94.66464
3,94.29497,18.762445,94.50999
3,94.6919,18.925327,95.17227
3,94.6919,18.925327,95.17227
3,94.41473,18.96334,95.3614
3,94.34479,18.962078,95.226006
3,94.34479,18.962078,95.226006
3,94.749054,18.884075,94.477646
3,94.752174,18.96773,94.734695
3,94.752174,18.96773,94.734695
3,94.12558,18.924006,94.67554
3,94.02668,18.787935,94.00444
3,94.02668,18.787935,94.00444
3,93.771545,18.762354,93.529366
3,93.84479,18.819893,93.72882
3,93.84479,18.819893,93.72882
3,93.39265,18.789389,93.797356
3,93.523506,18.720282,93.336006
3,93.523506,18.720282,93.336006
3,93.69194,18.801298,93.54802
3,93.76065,18.842047,93.71355
3,93.76065,18.842047,93.71355
3,93.33991,18.810781,93.7688
3,93.78118,18.823795,93.60605
3,93.656586,18.76482,93.27815
3,93.656586,18.76482,93.27815
3,93.57098,18.859507,93.76165
3,93.57098,18.859507,93.76165
3,93.57098,18.859507,93.76165
3,93.58417,18.845196,93.63606
3,93.549065,18.768827,93.17361
3,93.549065,18.768827,93.17361
3,93.45176,18.783741,93.35983
3,93.414696,18.818596,93.47618
3,93.414696,18.818596,93.47618
3,93.452324,18.806635,93.3707
3,93.452324,18.806635,93.3707
3,93.45347,18.763323,93.0887
3,93.53477,18.793543,93.10333
3,93.53477,18.793543,93.10333
3,93.330505,18.786705,93.32638
3,93.314766,18.786348,93.176
3,93.314766,18.786348,93.176
3,93.32793,18.78282,93.10487
3,93.211624,18.789557,92.96991
3,93.211624,18.789557,92.96991
3,93.12005,18.789331,93.00485
3,93.01178,18.801348,92.88222
3,93.01178,18.801348,92.88222
3,92.972404,18.807207,92.86632
3,92.84354,18.824343,92.82374
3,92.84354,18.824343,92.82374
3,92.842186,18.82782,92.71874
3,92.832214,18.83848,92.65479
3,92.832214,18.83848,92.65479
3,92.68557,18.838171,92.64048
3,92.561455,18.830124,92.643585
3,92.561455,18.830124,92.643585
3,92.561455,18.830124,92.643585
3,92.52003,18.833538,92.50465
3,92.52003,18.833538,92.50465
3,92.64918,18.806776,92.37838
3,92.449104,18.759865,92.31627
3,92.449104,18.759865,92.31627
3,92.36093,18.782131,92.5097
3,92.36327,18.782507,92.39484
3,92.36327,18.782507,92.39484
3,92.630974,18.785774,92.32447
3,92.49936,18.767572,92.41107
3,92.49936,18.767572,92.41107
3,92.41155,18.775621,92.49218
3,92.49992,18.820246,92.58346
3,92.49992,18.820246,92.58346
3,92.79526,18.824394,92.52888
3,92.605675,18.794682,92.56357
3,92.605675,18.794682,92.56357
3,92.478516,18.798424,92.6354
3,92.492805,18.842045,92.66409
3,92.492805,18.842045,92.66409
3,92.89792,18.843136,92.50683
3,92.924416,18.835035,92.62671
3,92.924416,18.835035,92.62671
3,92.47666,18.803692,92.61799
3,92.497345,18.831146,92.67738
3,92.497345,18.831146,92.67738

4,11.978968,1.7515646,10.687384
4,12.086496,1.6940482,10.641537
4,12.156727,1.5834731,10.51226
4,12.156727,1.5834731,10.51226
4,12.20843,1.5154094,10.36649
4,12.2608595,1.4277653,10.271686
4,12.2608595,1.4277653,10.271686
4,12.262539,1.4258531,10.317827
4,12.246426,1.3185813,10.2206
4,12.246426,1.3185813,10.2206
4,12.20418,1.2661864,10.073869
4,12.151092,1.2261623,10.075483
4,12.151092,1.2261623,10.075483
4,12.151092,1.2261623,10.075483
4,12.111355,1.1963263,10.110652
4,12.111355,1.1963263,10.110652
4,12.177422,1.1956676,10.143525
4,12.058094,1.1739936,10.099499
4,12.058094,1.1739936,10.099499
4,11.978224,1.1576864,10.212142
4,12.013993,1.1493868,10.23721
4,12.013993,1.1493868,10.23721
4,11.913894,1.1206505,10.249282
4,11.731876,1.1076338,10.276859
4,11.731876,1.1076338,10.276859
4,11.660705,1.1092488,10.38367
4,11.650046,1.0982019,10.353301
4,11.650046,1.0982019,10.353301
4,11.482971,1.0858189,10.428829
4,11.321982,1.1036966,10.483716
4,11.321982,1.1036966,10.483716
4,11.312766,1.1049752,10.586046
4,11.279288,1.1040971,10.592008
4,11.279288,1.1040971,10.592008
4,11.106809,1.1107384,10.668951
4,11.118235,1.1184956,10.798574
4,11.118235,1.1184956,10.798574
4,11.039302,1.1112882,10.772264
4,11.000837,1.1278588,10.874455
4,11.000837,1.1278588,10.874455
4,11.049168,1.1335732,10.932356
4,10.9954605,1.1345568,11.097838
4,10.9954605,1.1345568,11.097838
4,10.878981,1.1337186,11.075366
4,10.86905,1.1302327,11.171388
4,10.86905,1.1302327,11.171388
4,10.952156,1.1329377,11.207619
4,10.88916,1.145345,11.254813
4,10.929192,1.1510701,11.307893
4,10.929192,1.1510701,11.307893
4,10.9082155,1.1678779,11.4186
4,10.9082155,1.1678779,11.4186
4,10.831996,1.172865,11.4439535
4,10.795144,1.190268,11.439349
4,10.795144,1.190268,11.439349
4,10.887587,1.20996,11.398881
4,10.874742,1.2316384,11.428653
4,10.874742,1.2316384,11.428653
4,10.820137,1.2366184,11.50328
4,10.798371,1.2676668,11.530028
4,10.798371,1.2676668,11.530028
4,10.82701,1.2644327,11.426749
4,10.824166,1.276391,11.469845
4,10.824166,1.276391,11.469845
4,10.910428,1.2935233,11.5406065
4,10.912484,1.285812,11.578958
4,10.912484,1.285812,11.578958
4,10.876875,1.2822037,11.563943
4,10.900188,1.2970738,11.541928
4,10.900188,1.2970738,11.541928
4,10.993832,1.2966397,11.530221
4,11.008193,1.3308879,11.579918
4,11.008193,1.3308879,11.579918
4,10.9510145,1.3370657,11.629377
4,10.945283,1.3335106,11.607436
4,10.945283,1.3335106,11.607436
4,10.996076,1.3442208,11.553551
4,10.968115,1.3452759,11.563969
4,10.968115,1.3452759,11.563969
4,10.968115,1.3452759,11.563969
4,11.045732,1.3502495,11.596101
4,10.995288,1.3544714,11.654923
4,10.995288,1.3544714,11.654923
4,10.973998,1.3290614,11.639288
4,10.973998,1.3290614,11.639288
4,10.961981,1.3246384,11.584112
4,10.946634,1.3181986,11.562037
4,10.946634,1.3181986,11.562037
4,10.987785,1.3163764,11.597004
4,10.937316,1.3086002,11.5219555
4,10.937316,1.3086002,11.5219555
4,10.873087,1.3168874,11.580694
4,10.846889,1.2967589,11.502022
4,10.846889,1.2967589,11.502022
4,10.903071,1.298574,11.476745
4,10.845996,1.2960687,11.457806
4,10.845996,1.2960687,11.457806
4,10.824011,1.3021213,11.547957
4,10.923614,1.3157954,11.538129
4,10.923614,1.3157954,11.538129

5,16.808422,1.874739,15.33042
5,16.808422,1.874739,15.33042
5,17.037035,1.8807716,15.455864
5,17.037035,1.8807716,15.455864
5,17.078009,1.8948742,15.553943
5,17.253159,1.8816136,15.6349125
5,17.253159,1.8816136,15.6349125
5,17.303535,1.8854736,15.628826
5,17.469812,1.908251,15.709792
5,17.469812,1.908251,15.709792
5,17.495174,1.9133068,15.75646
5,17.624014,1.9508805,15.822241
5,17.624014,1.9508805,15.822241
5,17.685995,1.957718,15.838986
5,17.839285,1.9765522,15.910784
5,17.839285,1.9765522,15.910784
5,17.870985,1.9884479,15.942303
5,18.0027,1.9963528,16.057995
5,18.0027,1.9963528,16.057995
5,18.078592,1.9867325,16.031645
5,18.109556,2.0081358,16.148018
5,18.26138,2.0083878,16.15266
5,18.26138,2.0083878,16.15266
5,18.34701,1.989849,16.17112
5,18.398779,2.0023298,16.251925
5,18.378723,2.0079958,16.302444
5,18.379993,1.9983153,16.340828
5,18.379993,1.9983153,16.340828
5,18.384344,1.9843596,16.281075
5,18.482431,1.995044,16.25114
5,18.482431,1.995044,16.25114
5,18.523266,2.0038471,16.365768
5,18.456537,2.0102632,16.389341
5,18.456537,2.0102632,16.389341
5,18.404564,2.0043023,16.320765
5,18.498768,2.0171604,16.377407
5,18.498768,2.0171604,16.377407
5,18.528278,2.025419,16.347498
5,18.515919,2.0182588,16.18911
5,18.515919,2.0182588,16.18911
5,18.342012,2.0070052,16.228178
5,18.365881,2.011096,16.159433
5,18.365881,2.011096,16.159433
5,18.487616,2.020411,16.17019
5,18.439342,2.0181332,16.204165
5,18.439342,2.0181332,16.204165
5,18.299389,2.0070913,16.161037
5,18.277145,2.0075948,16.10852
5,18.277145,2.0075948,16.10852
5,18.34278,2.016256,16.103916
5,18.285566,2.0390205,16.088085
5,18.285566,2.0390205,16.088085
5,18.285566,2.0390205,16.088085
5,18.192822,2.039854,16.039545
5,18.237782,2.0446684,16.033947
5,18.135426,2.0482872,16.024704
5,18.073963,2.056475,15.993809
5,18.065994,2.0600903,15.927958
5,18.099777,2.0576468,15.933777
5,18.022419,2.0600927,15.902881
5,18.022419,2.0600927,15.902881
5,18.022419,2.0600927,15.902881
5,18.016817,2.0477672,15.919336
5,18.016817,2.0477672,15.919336
5,18.016817,2.0477672,15.919336
5,18.028606,2.0495074,15.938728
5,18.051449,2.0458066,15.953928
5,18.051449,2.0458066,15.953928
5,18.065744,2.0428271,15.962324
5,18.065744,2.0428271,15.962324
5,18.078823,2.0471296,15.993194
5,18.08823,2.0504894,15.987408
5,18.08823,2.0504894,15.987408
5,18.114721,2.054915,15.973758
5,18.102322,2.0553408,15.948874
5,18.102322,2.0553408,15.948874
5,18.093922,2.0669692,15.971506
5,18.127277,2.0757592,15.936132
5,18.127277,2.0757592,15.936132
5,18.093365,2.0671499,15.887881
5,18.08642,2.0675666,15.917934
5,18.08642,2.0675666,15.917934
5,18.08088,2.0762477,15.957473
5,18.099926,2.0658658,15.876911
5,18.117695,2.0704927,15.93177
5,18.117695,2.0704927,15.93177
5,18.061222,2.0625954,15.974861
5,18.141508,2.0549295,15.891807
5,18.141508,2.0549295,15.891807
5,18.058199,2.0488534,15.9471855
5,18.058199,2.0488534,15.9471855
5,18.142723,2.056041,15.994458
5,18.184765,2.052555,15.987546
5,18.184765,2.052555,15.987546
5,18.19589,2.0500784,15.890156
5,18.080088,2.047665,15.9728365
5,18.080088,2.047665,15.9728365
5,18.195354,2.0534453,15.991538
5,18.210976,2.0550845,15.891189
5,18.210976,2.0550845,15.891189

6,29.376831,3.0563629,21.613386
6,29.376831,3.0563629,21.613386
6,29.742535,3.087536,21.80746
6,30.10962,3.101185,21.83314
6,30.10962,3.101185,21.83314
6,30.436525,3.1178226,21.983929
6,30.57957,3.1534436,22.149504
6,30.57957,3.1534436,22.149504
6,30.909117,3.1877494,22.3277
6,30.909117,3.1877494,22.3277
6,31.019238,3.1862426,22.337864
6,31.423409,3.2473092,22.508198
6,31.423409,3.2473092,22.508198
6,31.589628,3.2621624,22.548052
6,31.89971,3.3089187,22.672571
6,31.89971,3.3089187,22.672571
6,31.900612,3.3114352,22.737486
6,32.134426,3.3195584,22.872643
6,32.134426,3.3195584,22.872643
6,32.34209,3.3397493,22.843935
6,32.575,3.3493912,22.921448
6,32.575,3.3493912,22.921448
6,32.631523,3.3630052,23.050886
6,32.916477,3.4003756,23.2451
6,32.916477,3.4003756,23.2451
6,32.982883,3.3968513,23.187403
6,33.27992,3.42104,23.318954
6,33.27992,3.42104,23.318954
6,33.410397,3.4463744,23.419092
6,33.60135,3.4421089,23.55684
6,33.60135,3.4421089,23.55684
6,33.62851,3.4434838,23.570023
6,33.827587,3.4576252,23.657276
6,33.827587,3.4576252,23.657276
6,33.98743,3.461117,23.691004
6,34.13205,3.4846947,23.735708
6,34.13205,3.4846947,23.735708
6,34.07398,3.4881392,23.830177
6,34.237034,3.4911535,23.836845
6,34.237034,3.4911535,23.836845
6,34.28841,3.4985633,23.822302
6,34.30464,3.5164764,23.870073
6,34.352352,3.5025952,23.872017
6,34.352352,3.5025952,23.872017
6,34.4301,3.5154967,23.88345
6,34.4301,3.5154967,23.88345
6,34.33778,3.5157006,23.945261
6,34.355404,3.5119677,23.918282
6,34.355404,3.5119677,23.918282
6,34.3367,3.5191827,23.867067
6,34.286293,3.5325615,23.83374
6,34.286293,3.5325615,23.83374
6,34.373795,3.5358245,23.835484
6,34.276352,3.5692432,23.816137
6,34.276352,3.5692432,23.816137
6,34.194233,3.5595593,23.813854
6,34.274864,3.5624793,23.748781
6,34.274864,3.5624793,23.748781
6,34.392113,3.5684693,23.748049
6,34.214867,3.5555987,23.801926
6,34.214867,3.5555987,23.801926
6,34.243824,3.5389404,23.821262
6,34.240395,3.5360193,23.905926
6,34.240395,3.5360193,23.905926
6,34.378944,3.5254328,23.797358
6,34.50093,3.5448596,23.803814
6,34.50093,3.5448596,23.803814
6,34.351856,3.5520294,23.889048
6,34.41258,3.5487146,23.838385
6,34.41258,3.5487146,23.838385
6,34.36239,3.550467,23.771461
6,34.43793,3.5611627,23.759153
6,34.43793,3.5611627,23.759153
6,34.404526,3.569627,23.824183
6,34.300934,3.5823438,23.897768
6,34.300934,3.5823438,23.897768
6,34.261505,3.5579517,23.785505
6,34.231876,3.5544653,23.826479
6,34.231876,3.5544653,23.826479
6,34.48015,3.5782244,23.79563
6,34.39427,3.5675764,23.851551
6,34.39427,3.5675764,23.851551
6,34.24932,3.5549731,23.942772
6,34.213585,3.5592713,23.878757
6,34.213585,3.5592713,23.878757
6,34.489437,3.554229,23.740969
6,34.421055,3.567442,23.834793
6,34.439285,3.5523865,23.704266
6,34.528973,3.5721416,23.75495
6,34.32445,3.5682886,23.901085
6,34.543926,3.5427778,23.740671
6,34.31894,3.5356536,23.922539
6,34.31894,3.5356536,23.922539
6,34.50398,3.5389636,23.720112
6,34.404903,3.5251763,23.780785
6,34.404903,3.5251763,23.780785
6,34.51003,3.5416827,23.898048
6,34.51003,3.5416827,23.898048
6,34.422962,3.5484858,23.9956
6,34.422962,3.5484858,23.9956

0,0,0,0
